fare,deplocation,arrlocation,deptime,arrcity,depcity,duration,arrtime
$30.00,Union Station S Canal St south of Jackson Blvd.,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,4:30 PM,"Grand Rapids, MI","Chicago, IL",3hrs 25mins,8:55 PM
$10.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,6:00 AM,"Indianapolis, IN","Chicago, IL",3hrs 15mins,10:15 AM
$35.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,9:00 AM,"Indianapolis, IN","Chicago, IL",3hrs 15mins,1:15 PM
$18.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,9:30 AM,"Indianapolis, IN","Chicago, IL",3hrs 15mins,1:45 PM
$35.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,11:00 AM,"Indianapolis, IN","Chicago, IL",3hrs 15mins,3:15 PM
$35.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,3:30 PM,"Indianapolis, IN","Chicago, IL",3hrs 15mins,7:45 PM
$24.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,6:00 PM,"Indianapolis, IN","Chicago, IL",3hrs 20mins,10:20 PM
$33.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,10:00 PM,"Indianapolis, IN","Chicago, IL",3hrs 20mins,2:20 AM
$18.00,Union Station S Canal St south of Jackson Blvd.,200 E Washington St.,11:59 PM,"Indianapolis, IN","Chicago, IL",3hrs 16mins,4:15 AM
$27.00,Union Station S Canal St south of Jackson Blvd.,S Dubuque St. & East Court St.,11:15 AM,"Iowa City, IA","Chicago, IL",4hrs 10mins,3:25 PM
$5.00,Union Station S Canal St south of Jackson Blvd.,S Dubuque St. & East Court St.,5:00 PM,"Iowa City, IA","Chicago, IL",4hrs 40mins,9:40 PM
$10.00,Union Station S Canal St south of Jackson Blvd.,S Dubuque St. & East Court St.,10:10 PM,"Iowa City, IA","Chicago, IL",4hrs 10mins,2:20 AM
$38.00,Union Station S Canal St south of Jackson Blvd.,3rd & Grand MetroCenter,8:45 AM,"Kansas City, MO","Chicago, IL",10hrs 45mins,7:30 PM
$38.00,Union Station S Canal St south of Jackson Blvd.,3rd & Grand MetroCenter,10:50 PM,"Kansas City, MO","Chicago, IL",10hrs 15mins,9:05 AM
$61.00,Union Station S Canal St south of Jackson Blvd.,Exxon I-30 Super Store - 612 E Roosevelt Rd,9:05 AM,"Little Rock, AR","Chicago, IL",15hrs 15mins,12:20 AM
$61.00,Union Station S Canal St south of Jackson Blvd.,Exxon I-30 Super Store - 612 E Roosevelt Rd,9:00 PM,"Little Rock, AR","Chicago, IL",14hrs 45mins,11:45 AM
$17.00,Union Station S Canal St south of Jackson Blvd.,SW Corner of W Liberty St and S 5th St,9:30 AM,"Louisville, KY","Chicago, IL",6hrs 10mins,4:40 PM
$17.00,Union Station S Canal St south of Jackson Blvd.,SW Corner of W Liberty St and S 5th St,11:59 PM,"Louisville, KY","Chicago, IL",6hrs 1mins,7:00 AM
$12.00,Union Station S Canal St south of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,6:00 AM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 0mins,9:00 AM
$23.00,Union Station S Canal St south of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,12:00 PM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 0mins,3:00 PM
$23.00,Union Station S Canal St south of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,5:00 PM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 0mins,8:00 PM
$30.00,Union Station S Canal St north of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,6:00 PM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 35mins,9:35 PM
$39.00,Union Station S Canal St north of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,7:00 PM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 20mins,10:20 PM
$23.00,Union Station S Canal St north of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,8:30 PM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 35mins,12:05 AM
$23.00,Union Station S Canal St north of Jackson Blvd.,(Temporary Location) 800 University Ave Between Park and Langdon,10:15 PM,"Madison, U of Wisc, WI","Chicago, IL",3hrs 20mins,1:35 AM
$12.00,Union Station S Canal St south of Jackson Blvd.,Dutch Mill Park and Ride,6:00 AM,"Madison, WI","Chicago, IL",2hrs 40mins,8:40 AM
$23.00,Union Station S Canal St south of Jackson Blvd.,Dutch Mill Park and Ride,12:00 PM,"Madison, WI","Chicago, IL",2hrs 40mins,2:40 PM
$23.00,Union Station S Canal St south of Jackson Blvd.,Dutch Mill Park and Ride,5:00 PM,"Madison, WI","Chicago, IL",2hrs 40mins,7:40 PM
$30.00,Union Station S Canal St north of Jackson Blvd.,Dutch Mill Park and Ride,6:00 PM,"Madison, WI","Chicago, IL",3hrs 20mins,9:20 PM
$39.00,Union Station S Canal St north of Jackson Blvd.,Dutch Mill Park and Ride,7:00 PM,"Madison, WI","Chicago, IL",3hrs 5mins,10:05 PM
$23.00,Union Station S Canal St north of Jackson Blvd.,Dutch Mill Park and Ride,8:30 PM,"Madison, WI","Chicago, IL",3hrs 20mins,11:50 PM
$23.00,Union Station S Canal St north of Jackson Blvd.,Dutch Mill Park and Ride,10:15 PM,"Madison, WI","Chicago, IL",3hrs 5mins,1:20 AM
$12.00,Union Station S Canal St south of Jackson Blvd.,Dutch Mill Park and Ride,11:00 PM,"Madison, WI","Chicago, IL",2hrs 30mins,1:30 AM
$41.00,Union Station S Canal St south of Jackson Blvd.,MATA North End Terminal,9:05 AM,"Memphis, TN","Chicago, IL",11hrs 25mins,8:30 PM
$39.00,Union Station S Canal St south of Jackson Blvd.,MATA North End Terminal,9:00 PM,"Memphis, TN","Chicago, IL",10hrs 45mins,7:45 AM
$12.00,Union Station S Canal St south of Jackson Blvd.,"4th Street, North of St Paul",9:15 AM,"Milwaukee, WI","Chicago, IL",1hrs 55mins,11:10 AM
$12.00,Union Station S Canal St south of Jackson Blvd.,"4th Street, North of St Paul",9:45 PM,"Milwaukee, WI","Chicago, IL",1hrs 55mins,11:40 PM
$17.00,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",6:00 AM,"Minneapolis, MN","Chicago, IL",8hrs 20mins,2:20 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",9:15 AM,"Minneapolis, MN","Chicago, IL",8hrs 35mins,5:50 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",12:00 PM,"Minneapolis, MN","Chicago, IL",8hrs 20mins,8:20 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",5:00 PM,"Minneapolis, MN","Chicago, IL",8hrs 30mins,1:30 AM
$29.00,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",9:45 PM,"Minneapolis, MN","Chicago, IL",8hrs 35mins,6:20 AM
$17.00,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",11:00 PM,"Minneapolis, MN","Chicago, IL",8hrs 5mins,7:05 AM
$38.00,Union Station S Canal St south of Jackson Blvd.,704 4th Ave South,9:30 AM,"Nashville, TN","Chicago, IL",9hrs 10mins,6:40 PM
$38.00,Union Station S Canal St south of Jackson Blvd.,704 4th Ave South,11:59 PM,"Nashville, TN","Chicago, IL",9hrs 1mins,9:00 AM
$64.00,Union Station S Canal St south of Jackson Blvd.,7th Ave & 28th St.,11:59 PM,"New York, NY","Chicago, IL",16hrs 41mins,5:40 PM
$35.00,Union Station S Canal St south of Jackson Blvd.,Crossroads Mall - N 72nd St between Dodge St and Cass St,11:15 AM,"Omaha, NE","Chicago, IL",8hrs 40mins,7:55 PM
$25.00,Union Station S Canal St south of Jackson Blvd.,Crossroads Mall - N 72nd St between Dodge St and Cass St,10:10 PM,"Omaha, NE","Chicago, IL",8hrs 40mins,6:50 AM
$31.00,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,8:45 AM,"St Louis, MO","Chicago, IL",5hrs 30mins,2:15 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,9:05 AM,"St Louis, MO","Chicago, IL",5hrs 30mins,2:35 PM
$23.00,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,4:30 PM,"St Louis, MO","Chicago, IL",5hrs 50mins,10:20 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,9:00 PM,"St Louis, MO","Chicago, IL",5hrs 30mins,2:30 AM
$31.00,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,10:50 PM,"St Louis, MO","Chicago, IL",5hrs 20mins,4:10 AM
$17.00,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,6:00 AM,"St. Paul, MN","Chicago, IL",8hrs 5mins,2:05 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,9:15 AM,"St. Paul, MN","Chicago, IL",8hrs 20mins,5:35 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,12:00 PM,"St. Paul, MN","Chicago, IL",8hrs 5mins,8:05 PM
$31.00,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,5:00 PM,"St. Paul, MN","Chicago, IL",8hrs 15mins,1:15 AM
$29.00,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,9:45 PM,"St. Paul, MN","Chicago, IL",8hrs 20mins,6:05 AM
$17.00,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,11:00 PM,"St. Paul, MN","Chicago, IL",7hrs 50mins,6:50 AM
$47.00,Union Station S Canal St south of Jackson Blvd.,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,11:59 PM,"State College, PA","Chicago, IL",11hrs 41mins,12:40 PM
$25.00,Union Station S Canal St south of Jackson Blvd.,University of Toledo - Parking Lot 23 W Scott Park Drive,9:00 AM,"Toledo, OH","Chicago, IL",4hrs 25mins,2:25 PM
$22.00,Union Station S Canal St south of Jackson Blvd.,University of Toledo - Parking Lot 23 W Scott Park Drive,4:00 PM,"Toledo, OH","Chicago, IL",4hrs 35mins,9:35 PM
$37.00,Union Station S Canal St south of Jackson Blvd.,University of Toledo - Parking Lot 23 W Scott Park Drive,11:59 PM,"Toledo, OH","Chicago, IL",4hrs 26mins,5:25 AM
$48.00,Falling Branch Park & Ride Exit 118A,MARTA Civic Center - 435 W Peachtree St NW,2:15 AM,"Atlanta, GA","Christiansburg, VA",8hrs 15mins,10:30 AM
$44.00,Falling Branch Park & Ride Exit 118A,MARTA Civic Center - 435 W Peachtree St NW,1:45 PM,"Atlanta, GA","Christiansburg, VA",8hrs 15mins,10:00 PM
$17.00,Falling Branch Park & Ride Exit 118A,Knoxville Transit Center,2:15 AM,"Knoxville, TN","Christiansburg, VA",4hrs 30mins,6:45 AM
$17.00,Falling Branch Park & Ride Exit 118A,Knoxville Transit Center,1:45 PM,"Knoxville, TN","Christiansburg, VA",4hrs 30mins,6:15 PM
$75.00,Falling Branch Park & Ride Exit 118A,7th Ave & 28th St.,3:25 AM,"New York, NY","Christiansburg, VA",11hrs 15mins,2:40 PM
$68.00,Falling Branch Park & Ride Exit 118A,7th Ave & 28th St.,2:55 PM,"New York, NY","Christiansburg, VA",11hrs 45mins,2:40 AM
$27.00,Falling Branch Park & Ride Exit 118A,Union Station.,3:25 AM,"Washington, DC","Christiansburg, VA",4hrs 35mins,8:00 AM
$25.00,Falling Branch Park & Ride Exit 118A,Union Station.,2:55 PM,"Washington, DC","Christiansburg, VA",4hrs 35mins,7:30 PM
$54.00,1213 W Central Parkway,MARTA Civic Center - 435 W Peachtree St NW,9:00 AM,"Atlanta, GA","Cincinnati, OH",9hrs 5mins,6:05 PM
$58.00,1213 W Central Parkway,MARTA Civic Center - 435 W Peachtree St NW,9:00 PM,"Atlanta, GA","Cincinnati, OH",9hrs 5mins,6:05 AM
$10.00,1213 W Central Parkway,Downtown Terminal,11:30 AM,"Buffalo, NY","Cincinnati, OH",9hrs 15mins,8:45 PM
$22.00,1213 W Central Parkway,Downtown Terminal,11:30 PM,"Buffalo, NY","Cincinnati, OH",9hrs 15mins,8:45 AM
$33.00,1213 W Central Parkway,Eastgate Complex - 5600 Brainerd Rd.,9:00 AM,"Chattanooga, TN","Cincinnati, OH",6hrs 45mins,3:45 PM
$38.00,1213 W Central Parkway,Eastgate Complex - 5600 Brainerd Rd.,9:00 PM,"Chattanooga, TN","Cincinnati, OH",6hrs 45mins,3:45 AM
$32.00,1213 W Central Parkway,Union Station S Canal St south of Jackson Blvd.,8:00 AM,"Chicago, IL","Cincinnati, OH",6hrs 10mins,1:10 PM
$32.00,U of Cincinnati - W University Ave and Commons Way,Union Station S Canal St south of Jackson Blvd.,8:15 AM,"Chicago, IL","Cincinnati, OH",5hrs 55mins,1:10 PM
$32.00,1213 W Central Parkway,Union Station S Canal St south of Jackson Blvd.,4:00 PM,"Chicago, IL","Cincinnati, OH",6hrs 0mins,9:00 PM
$32.00,U of Cincinnati - W University Ave and Commons Way,Union Station S Canal St south of Jackson Blvd.,4:15 PM,"Chicago, IL","Cincinnati, OH",5hrs 45mins,9:00 PM
$14.00,1213 W Central Parkway,Union Station S Canal St south of Jackson Blvd.,8:00 PM,"Chicago, IL","Cincinnati, OH",6hrs 0mins,1:00 AM
$14.00,U of Cincinnati - W University Ave and Commons Way,Union Station S Canal St south of Jackson Blvd.,8:15 PM,"Chicago, IL","Cincinnati, OH",5hrs 45mins,1:00 AM
$10.00,1213 W Central Parkway,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",11:30 AM,"Cleveland, OH","Cincinnati, OH",5hrs 15mins,4:45 PM
$17.00,1213 W Central Parkway,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",11:30 PM,"Cleveland, OH","Cincinnati, OH",5hrs 15mins,4:45 AM
$9.00,1213 W Central Parkway,SE corner of Spring St and 4th St,11:30 AM,"Columbus, OH","Cincinnati, OH",2hrs 15mins,1:45 PM
$9.00,1213 W Central Parkway,SE corner of Spring St and 4th St,11:30 PM,"Columbus, OH","Cincinnati, OH",2hrs 15mins,1:45 AM
$10.00,1213 W Central Parkway,PSU Erie - Erie Lot (on College Dr next to tennis courts),11:30 AM,"Erie, PA","Cincinnati, OH",7hrs 15mins,6:45 PM
$22.00,1213 W Central Parkway,PSU Erie - Erie Lot (on College Dr next to tennis courts),11:30 PM,"Erie, PA","Cincinnati, OH",7hrs 15mins,6:45 AM
$6.00,1213 W Central Parkway,200 E Washington St.,8:00 AM,"Indianapolis, IN","Cincinnati, OH",2hrs 45mins,10:45 AM
$6.00,U of Cincinnati - W University Ave and Commons Way,200 E Washington St.,8:15 AM,"Indianapolis, IN","Cincinnati, OH",2hrs 30mins,10:45 AM
$6.00,1213 W Central Parkway,200 E Washington St.,4:00 PM,"Indianapolis, IN","Cincinnati, OH",2hrs 35mins,6:35 PM
$6.00,U of Cincinnati - W University Ave and Commons Way,200 E Washington St.,4:15 PM,"Indianapolis, IN","Cincinnati, OH",2hrs 20mins,6:35 PM
$6.00,1213 W Central Parkway,200 E Washington St.,8:00 PM,"Indianapolis, IN","Cincinnati, OH",2hrs 35mins,10:35 PM
$6.00,U of Cincinnati - W University Ave and Commons Way,200 E Washington St.,8:15 PM,"Indianapolis, IN","Cincinnati, OH",2hrs 20mins,10:35 PM
$33.00,1213 W Central Parkway,Knoxville Transit Center,9:00 AM,"Knoxville, TN","Cincinnati, OH",4hrs 55mins,1:55 PM
$38.00,1213 W Central Parkway,Knoxville Transit Center,9:00 PM,"Knoxville, TN","Cincinnati, OH",4hrs 55mins,1:55 AM
$16.00,1213 W Central Parkway,Lextran Transit Ctr - High Street side  185 East High Street,9:00 AM,"Lexington, KY","Cincinnati, OH",1hrs 25mins,10:25 AM
$14.00,1213 W Central Parkway,Lextran Transit Ctr - High Street side  185 East High Street,9:00 PM,"Lexington, KY","Cincinnati, OH",1hrs 25mins,10:25 PM
$37.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",MARTA Civic Center - 435 W Peachtree St NW,2:30 AM,"Atlanta, GA","Cleveland, OH",15hrs 35mins,6:05 PM
$37.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",MARTA Civic Center - 435 W Peachtree St NW,2:30 PM,"Atlanta, GA","Cleveland, OH",15hrs 35mins,6:05 AM
$5.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Downtown Terminal,4:45 AM,"Buffalo, NY","Cleveland, OH",4hrs 0mins,8:45 AM
$5.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Downtown Terminal,4:45 PM,"Buffalo, NY","Cleveland, OH",4hrs 0mins,8:45 PM
$24.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,8:00 AM,"State College, PA","Cleveland, OH",4hrs 40mins,12:40 PM
$8.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",University of Toledo - Parking Lot 23 W Scott Park Drive,1:00 AM,"Toledo, OH","Cleveland, OH",2hrs 0mins,3:00 AM
$10.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",University of Toledo - Parking Lot 23 W Scott Park Drive,7:00 AM,"Toledo, OH","Cleveland, OH",2hrs 5mins,9:05 AM
$6.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",University of Toledo - Parking Lot 23 W Scott Park Drive,6:15 PM,"Toledo, OH","Cleveland, OH",2hrs 5mins,8:20 PM
$127.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Eastgate Complex - 5600 Brainerd Rd.,2:30 AM,"Chattanooga, TN","Cleveland, OH",13hrs 15mins,3:45 PM
$141.60,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Eastgate Complex - 5600 Brainerd Rd.,2:30 PM,"Chattanooga, TN","Cleveland, OH",13hrs 15mins,3:45 AM
$37.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Union Station S Canal St south of Jackson Blvd.,1:00 AM,"Chicago, IL","Cleveland, OH",6hrs 15mins,6:15 AM
$33.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Union Station S Canal St south of Jackson Blvd.,7:00 AM,"Chicago, IL","Cleveland, OH",6hrs 35mins,12:35 PM
$38.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Union Station S Canal St south of Jackson Blvd.,6:15 PM,"Chicago, IL","Cleveland, OH",6hrs 35mins,11:50 PM
$6.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",SE corner of Spring St and 4th St,2:30 AM,"Columbus, OH","Cleveland, OH",3hrs 0mins,5:30 AM
$6.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",SE corner of Spring St and 4th St,2:30 PM,"Columbus, OH","Cleveland, OH",3hrs 0mins,5:30 PM
$7.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",PSU Erie - Erie Lot (on College Dr next to tennis courts),4:45 AM,"Erie, PA","Cleveland, OH",2hrs 0mins,6:45 AM
$7.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",PSU Erie - Erie Lot (on College Dr next to tennis courts),4:45 PM,"Erie, PA","Cleveland, OH",2hrs 0mins,6:45 PM
$79.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Knoxville Transit Center,2:30 AM,"Knoxville, TN","Cleveland, OH",11hrs 25mins,1:55 PM
$89.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Knoxville Transit Center,2:30 PM,"Knoxville, TN","Cleveland, OH",11hrs 25mins,1:55 AM
$79.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Lextran Transit Ctr - High Street side  185 East High Street,2:30 AM,"Lexington, KY","Cleveland, OH",7hrs 55mins,10:25 AM
$89.00,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Lextran Transit Ctr - High Street side  185 East High Street,2:30 PM,"Lexington, KY","Cleveland, OH",7hrs 55mins,10:25 PM
$52.00,Wabash Station,Union Station S Canal St south of Jackson Blvd.,2:00 PM,"Chicago, IL","Columbia, MO",7hrs 40mins,9:40 PM
$10.00,Wabash Station,3rd & Grand MetroCenter,4:40 PM,"Kansas City, MO","Columbia, MO",2hrs 50mins,7:30 PM
$24.00,Wabash Station,West of Union Station - East Side of 21st St near Clark Ave,2:00 PM,"St Louis, MO","Columbia, MO",2hrs 10mins,4:10 PM
$1.00,Sumter Street Transit Station,Athens Multi-Modal Trans. Ctr - 775 East Broad St,3:00 AM,"Athens, GA","Columbia, SC",3hrs 10mins,6:10 AM
$1.00,Sumter Street Transit Station,Athens Multi-Modal Trans. Ctr - 775 East Broad St,12:30 PM,"Athens, GA","Columbia, SC",3hrs 0mins,3:30 PM
$1.00,Sumter Street Transit Station,MARTA Civic Center - 435 W Peachtree St NW,3:00 AM,"Atlanta, GA","Columbia, SC",5hrs 0mins,8:00 AM
$1.00,Sumter Street Transit Station,MARTA Civic Center - 435 W Peachtree St NW,12:30 PM,"Atlanta, GA","Columbia, SC",4hrs 50mins,5:20 PM
$1.00,Sumter Street Transit Station,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,"Atlanta, GA","Columbia, SC",3hrs 45mins,2:15 AM
$1.00,Sumter Street Transit Station,Willard St. outside of Durham Station Transportation Center,12:45 AM,"Durham, NC","Columbia, SC",4hrs 45mins,5:30 AM
$1.00,Sumter Street Transit Station,Willard St. outside of Durham Station Transportation Center,11:15 AM,"Durham, NC","Columbia, SC",4hrs 55mins,4:10 PM
$1.00,Sumter Street Transit Station,Willard St. outside of Durham Station Transportation Center,4:00 PM,"Durham, NC","Columbia, SC",5hrs 0mins,9:00 PM
$1.00,Sumter Street Transit Station,Fayetteville Transit Center,12:45 AM,"Fayetteville, NC","Columbia, SC",3hrs 15mins,4:00 AM
$1.00,Sumter Street Transit Station,Fayetteville Transit Center,11:15 AM,"Fayetteville, NC","Columbia, SC",3hrs 20mins,2:35 PM
$1.00,Sumter Street Transit Station,Fayetteville Transit Center,4:00 PM,"Fayetteville, NC","Columbia, SC",3hrs 30mins,7:30 PM
$34.00,SE corner of Spring St and 4th St,MARTA Civic Center - 435 W Peachtree St NW,5:30 AM,"Atlanta, GA","Columbus, OH",12hrs 35mins,6:05 PM
$34.00,SE corner of Spring St and 4th St,MARTA Civic Center - 435 W Peachtree St NW,5:30 PM,"Atlanta, GA","Columbus, OH",12hrs 35mins,6:05 AM
$10.00,SE corner of Spring St and 4th St,Downtown Terminal,1:45 AM,"Buffalo, NY","Columbus, OH",7hrs 0mins,8:45 AM
$10.00,SE corner of Spring St and 4th St,Downtown Terminal,1:45 PM,"Buffalo, NY","Columbus, OH",7hrs 0mins,8:45 PM
$59.00,SE corner of Spring St and 4th St,Eastgate Complex - 5600 Brainerd Rd.,5:30 AM,"Chattanooga, TN","Columbus, OH",10hrs 15mins,3:45 PM
$59.00,SE corner of Spring St and 4th St,Eastgate Complex - 5600 Brainerd Rd.,5:30 PM,"Chattanooga, TN","Columbus, OH",10hrs 15mins,3:45 AM
$41.00,SE corner of Spring St and 4th St,Union Station S Canal St south of Jackson Blvd.,10:40 AM,"Chicago, IL","Columbus, OH",6hrs 50mins,4:30 PM
$9.00,SE corner of Spring St and 4th St,1213 W Central Parkway,5:30 AM,"Cincinnati, OH","Columbus, OH",2hrs 15mins,7:45 AM
$9.00,SE corner of Spring St and 4th St,1213 W Central Parkway,5:30 PM,"Cincinnati, OH","Columbus, OH",2hrs 15mins,7:45 PM
$6.00,SE corner of Spring St and 4th St,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",1:45 AM,"Cleveland, OH","Columbus, OH",3hrs 0mins,4:45 AM
$6.00,SE corner of Spring St and 4th St,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",1:45 PM,"Cleveland, OH","Columbus, OH",3hrs 0mins,4:45 PM
$10.00,SE corner of Spring St and 4th St,PSU Erie - Erie Lot (on College Dr next to tennis courts),1:45 AM,"Erie, PA","Columbus, OH",5hrs 0mins,6:45 AM
$10.00,SE corner of Spring St and 4th St,PSU Erie - Erie Lot (on College Dr next to tennis courts),1:45 PM,"Erie, PA","Columbus, OH",5hrs 0mins,6:45 PM
$5.00,SE corner of Spring St and 4th St,200 E Washington St.,10:40 AM,"Indianapolis, IN","Columbus, OH",3hrs 25mins,2:05 PM
$39.00,SE corner of Spring St and 4th St,Knoxville Transit Center,5:30 AM,"Knoxville, TN","Columbus, OH",8hrs 25mins,1:55 PM
$39.00,SE corner of Spring St and 4th St,Knoxville Transit Center,5:30 PM,"Knoxville, TN","Columbus, OH",8hrs 25mins,1:55 AM
$39.00,SE corner of Spring St and 4th St,Lextran Transit Ctr - High Street side  185 East High Street,5:30 AM,"Lexington, KY","Columbus, OH",4hrs 55mins,10:25 AM
$39.00,SE corner of Spring St and 4th St,Lextran Transit Ctr - High Street side  185 East High Street,5:30 PM,"Lexington, KY","Columbus, OH",4hrs 55mins,10:25 PM
$10.00,"710 Davis St, Grand Prairie",Whitis Ave b/t W 20th St and W 21st St,5:45 AM,"Austin, TX","Dallas/Fort Worth, TX",3hrs 55mins,9:40 AM
$10.00,"DART East Transfer Center, 330 North Olive Street",Whitis Ave b/t W 20th St and W 21st St,6:25 AM,"Austin, TX","Dallas/Fort Worth, TX",3hrs 15mins,9:40 AM
$25.00,"710 Davis St, Grand Prairie",Whitis Ave b/t W 20th St and W 21st St,1:00 PM,"Austin, TX","Dallas/Fort Worth, TX",3hrs 55mins,4:55 PM
$25.00,"DART East Transfer Center, 330 North Olive Street",Whitis Ave b/t W 20th St and W 21st St,1:40 PM,"Austin, TX","Dallas/Fort Worth, TX",3hrs 15mins,4:55 PM
$25.00,"710 Davis St, Grand Prairie",Whitis Ave b/t W 20th St and W 21st St,8:30 PM,"Austin, TX","Dallas/Fort Worth, TX",3hrs 25mins,11:55 PM
$25.00,"DART East Transfer Center, 330 North Olive Street",Whitis Ave b/t W 20th St and W 21st St,9:05 PM,"Austin, TX","Dallas/Fort Worth, TX",2hrs 50mins,11:55 PM
$59.00,"710 Davis St, Grand Prairie",Union Station S Canal St south of Jackson Blvd.,11:10 AM,"Chicago, IL","Dallas/Fort Worth, TX",21hrs 5mins,8:15 AM
$59.00,"DART East Transfer Center, 330 North Olive Street",Union Station S Canal St south of Jackson Blvd.,11:45 AM,"Chicago, IL","Dallas/Fort Worth, TX",20hrs 30mins,8:15 AM
$59.00,"710 Davis St, Grand Prairie",Union Station S Canal St south of Jackson Blvd.,11:20 PM,"Chicago, IL","Dallas/Fort Worth, TX",21hrs 5mins,8:25 PM
$59.00,"DART East Transfer Center, 330 North Olive Street",Union Station S Canal St south of Jackson Blvd.,11:55 PM,"Chicago, IL","Dallas/Fort Worth, TX",20hrs 30mins,8:25 PM
$4.00,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,7:15 AM,"Houston, TX","Dallas/Fort Worth, TX",4hrs 30mins,11:45 AM
