fare,urlscraped,origcity,datescraped,destlocation,timescraped,origtime,destcity,origlocation,duration,desttime
$49.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:30:22.284000,12:30 AM,"Atlanta, GA",PSU Erie - Erie Lot (on College Dr next to tennis courts),17hrs 35mins,6:05 PM
$89.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:30:22.286000,12:30 PM,"Atlanta, GA",PSU Erie - Erie Lot (on College Dr next to tennis courts),17hrs 35mins,6:05 AM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=95&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Downtown Terminal,21:30:26.249000,6:45 AM,"Buffalo, NY",PSU Erie - Erie Lot (on College Dr next to tennis courts),2hrs 0mins,8:45 AM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=95&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Downtown Terminal,21:30:26.251000,6:45 PM,"Buffalo, NY",PSU Erie - Erie Lot (on College Dr next to tennis courts),2hrs 0mins,8:45 PM
$39.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=290&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Eastgate Complex - 5600 Brainerd Rd.,21:30:31.788000,12:30 AM,"Chattanooga, TN",PSU Erie - Erie Lot (on College Dr next to tennis courts),15hrs 15mins,3:45 PM
$69.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=290&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Eastgate Complex - 5600 Brainerd Rd.,21:30:31.789000,12:30 PM,"Chattanooga, TN",PSU Erie - Erie Lot (on College Dr next to tennis courts),15hrs 15mins,3:45 AM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=102&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,1213 W Central Parkway,21:30:36.415000,12:30 AM,"Cincinnati, OH",PSU Erie - Erie Lot (on College Dr next to tennis courts),7hrs 15mins,7:45 AM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=102&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,1213 W Central Parkway,21:30:36.416000,12:30 PM,"Cincinnati, OH",PSU Erie - Erie Lot (on College Dr next to tennis courts),7hrs 15mins,7:45 PM
$8.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=103&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",21:30:43.762000,12:30 AM,"Cleveland, OH",PSU Erie - Erie Lot (on College Dr next to tennis courts),2hrs 0mins,2:30 AM
$8.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=103&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",21:30:43.763000,12:30 PM,"Cleveland, OH",PSU Erie - Erie Lot (on College Dr next to tennis courts),2hrs 0mins,2:30 PM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=105&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,SE corner of Spring St and 4th St,21:30:51.388000,12:30 AM,"Columbus, OH",PSU Erie - Erie Lot (on College Dr next to tennis courts),5hrs 0mins,5:30 AM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=105&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,SE corner of Spring St and 4th St,21:30:51.389000,12:30 PM,"Columbus, OH",PSU Erie - Erie Lot (on College Dr next to tennis courts),5hrs 0mins,5:30 PM
$29.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=118&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Knoxville Transit Center,21:30:58.078000,12:30 AM,"Knoxville, TN",PSU Erie - Erie Lot (on College Dr next to tennis courts),13hrs 25mins,1:55 PM
$59.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=118&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Knoxville Transit Center,21:30:58.079000,12:30 PM,"Knoxville, TN",PSU Erie - Erie Lot (on College Dr next to tennis courts),13hrs 25mins,1:55 AM
$29.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=408&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Lextran Transit Ctr - High Street side  185 East High Street,21:31:03.983000,12:30 AM,"Lexington, KY",PSU Erie - Erie Lot (on College Dr next to tennis courts),9hrs 55mins,10:25 AM
$59.00,http://us.megabus.com/JourneyResults.aspx?originCode=108&destinationCode=408&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Erie, PA",2014-06-03,Lextran Transit Ctr - High Street side  185 East High Street,21:31:03.984000,12:30 PM,"Lexington, KY",PSU Erie - Erie Lot (on College Dr next to tennis courts),9hrs 55mins,10:25 PM
$14.00,http://us.megabus.com/JourneyResults.aspx?originCode=316&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fairhaven, MA",2014-06-03,7th Ave & 28th St.,21:31:09.684000,5:30 AM,"New York, NY",Dattco Fairhaven Bus Terminal,5hrs 0mins,10:30 AM
$11.00,http://us.megabus.com/JourneyResults.aspx?originCode=316&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fairhaven, MA",2014-06-03,7th Ave & 28th St.,21:31:09.685000,11:10 AM,"New York, NY",Dattco Fairhaven Bus Terminal,5hrs 5mins,4:15 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=316&destinationCode=130&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fairhaven, MA",2014-06-03,Fountain St. between Union St and Eddy St.,21:31:15.292000,5:30 AM,"Providence, RI",Dattco Fairhaven Bus Terminal,0hrs 45mins,6:15 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=316&destinationCode=130&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fairhaven, MA",2014-06-03,Fountain St. between Union St and Eddy St.,21:31:15.293000,11:10 AM,"Providence, RI",Dattco Fairhaven Bus Terminal,0hrs 50mins,12:00 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=302&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Athens Multi-Modal Trans. Ctr - 775 East Broad St,21:31:21.638000,12:10 AM,"Athens, GA",Fayetteville Transit Center,6hrs 0mins,6:10 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=302&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Athens Multi-Modal Trans. Ctr - 775 East Broad St,21:31:21.639000,8:50 AM,"Athens, GA",Fayetteville Transit Center,6hrs 40mins,3:30 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:31:28.667000,12:10 AM,"Atlanta, GA",Fayetteville Transit Center,7hrs 50mins,8:00 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:31:28.668000,8:50 AM,"Atlanta, GA",Fayetteville Transit Center,8hrs 30mins,5:20 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:31:28.669000,7:20 PM,"Atlanta, GA",Fayetteville Transit Center,6hrs 55mins,2:15 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=454&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Sumter Street Transit Station,21:31:36.294000,12:10 AM,"Columbia, SC",Fayetteville Transit Center,2hrs 50mins,3:00 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=454&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Sumter Street Transit Station,21:31:36.296000,8:50 AM,"Columbia, SC",Fayetteville Transit Center,3hrs 40mins,12:30 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=454&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Sumter Street Transit Station,21:31:36.297000,7:20 PM,"Columbia, SC",Fayetteville Transit Center,3hrs 10mins,10:30 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=131&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Willard St. outside of Durham Station Transportation Center,21:31:42.703000,4:00 AM,"Durham, NC",Fayetteville Transit Center,1hrs 30mins,5:30 AM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=131&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Willard St. outside of Durham Station Transportation Center,21:31:42.704000,2:35 PM,"Durham, NC",Fayetteville Transit Center,1hrs 35mins,4:10 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=455&destinationCode=131&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Fayetteville, NC",2014-06-03,Willard St. outside of Durham Station Transportation Center,21:31:42.705000,7:30 PM,"Durham, NC",Fayetteville Transit Center,1hrs 30mins,9:00 PM
$27.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:31:49.654000,1:30 AM,"Atlanta, GA",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,6hrs 0mins,7:30 AM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=289&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,MARTA Civic Center - 435 W Peachtree St NW,21:31:49.656000,11:25 AM,"Atlanta, GA",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,6hrs 20mins,5:45 PM
$3.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=294&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,GM&O Transit Center - 110 Beauregard St,21:31:55.894000,10:30 AM,"Mobile, AL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,7hrs 50mins,5:20 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=294&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,GM&O Transit Center - 110 Beauregard St,21:31:55.895000,9:30 PM,"Mobile, AL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,7hrs 30mins,4:00 AM
$3.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=303&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,21:32:02.887000,10:30 AM,"New Orleans, LA",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,10hrs 15mins,7:45 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=303&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,21:32:02.888000,9:30 PM,"New Orleans, LA",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,9hrs 50mins,6:20 AM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=297&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,101-199 N Gertrude Ave,21:32:10.470000,6:40 AM,"Orlando, FL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,1hrs 55mins,8:35 AM
$19.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=297&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,101-199 N Gertrude Ave,21:32:10.472000,11:00 AM,"Orlando, FL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,2hrs 0mins,1:00 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=297&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,101-199 N Gertrude Ave,21:32:10.473000,6:55 PM,"Orlando, FL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,2hrs 5mins,9:00 PM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=297&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,101-199 N Gertrude Ave,21:32:10.474000,10:50 PM,"Orlando, FL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,1hrs 50mins,12:40 AM
$3.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=453&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,CK Steele Plaza Gate 24,21:32:16.154000,10:30 AM,"Tallahassee, FL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,3hrs 20mins,1:50 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=296&destinationCode=453&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Gainesville, FL",2014-06-03,CK Steele Plaza Gate 24,21:32:16.155000,9:30 PM,"Tallahassee, FL",Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,3hrs 15mins,12:45 AM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=331&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Grand Rapids, MI",2014-06-03,Union Station S Canal St south of Jackson Blvd.,21:32:20.266000,12:05 PM,"Chicago, IL",Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,3hrs 10mins,2:15 PM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=331&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Grand Rapids, MI",2014-06-03,Union Station S Canal St south of Jackson Blvd.,21:32:20.267000,6:50 PM,"Chicago, IL",Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,3hrs 10mins,9:00 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=143&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,White Marsh Mall (Opp Red Lobster),21:32:35.360000,2:00 AM,"Baltimore, MD",Hampton Transit Center - 2 W Pembroke Ave,5hrs 15mins,7:15 AM
